Source,Target,Weight
1,12,5
1,13,4
1,19,3
1,22,2
1,14,1
2,12,5
2,16,4
2,20,3
2,24,2
2,15,1
3,13,5
3,12,4
3,14,3
3,21,2
3,27,1
4,12,5
4,13,4
4,14,3
4,21,2
4,28,1
5,14,5
5,15,4
5,12,3
5,20,2
5,17,1
6,12,5
6,17,4
6,14,3
6,21,2
6,16,1
7,13,5
7,14,4
7,21,3
7,12,2
7,29,1
8,15,5
8,12,4
8,22,3
8,18,2
8,30,1
9,15,5
9,18,4
9,23,3
9,25,2
9,31,1
10,12,5
10,15,4
10,21,3
10,13,2
10,14,1
11,15,5
11,12,4
11,16,3
11,26,2
11,32,1
